school,sex,age,address,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,pass
GP,M,18,R,GT3,T,0,3,3,3,0,no,yes,yes,no,yes,yes,no,4,5,5,2,4,5,1,19,17,17,1
GP,F,17,U,LE3,T,0,4,4,2,0,no,no,yes,yes,no,yes,no,5,2,4,1,2,2,2,13,11,12,1
GP,M,18,R,LE3,T,1,0,3,1,0,yes,yes,no,no,yes,yes,no,4,1,3,4,2,4,5,12,12,12,1
GP,F,19,U,LE3,T,2,1,3,2,1,no,no,no,no,yes,yes,yes,3,4,5,4,5,4,5,13,16,13,1
GP,M,19,U,GT3,T,0,2,3,3,0,no,yes,no,yes,yes,yes,no,2,3,5,4,5,1,6,13,12,11,1
MS,F,19,U,GT3,T,4,4,3,4,0,no,yes,yes,no,no,no,no,3,1,2,2,5,1,4,18,18,18,1
GP,M,18,R,LE3,T,2,2,4,3,2,no,no,yes,yes,yes,no,yes,3,4,5,5,4,5,3,14,15,14,1
GP,M,19,U,GT3,T,2,3,2,2,0,no,no,no,yes,yes,yes,no,2,4,1,2,1,2,2,14,13,14,1
MS,F,15,U,GT3,T,4,2,3,3,0,no,yes,no,no,yes,no,no,3,3,2,1,5,4,4,20,19,18,1
GP,M,19,R,LE3,T,3,4,4,4,0,no,yes,yes,yes,no,yes,yes,1,2,2,2,3,2,5,15,14,15,1
GP,M,16,U,GT3,T,4,1,2,2,0,no,yes,no,yes,yes,no,yes,4,2,3,4,5,3,1,18,19,17,1
GP,M,18,U,GT3,T,4,1,1,3,0,no,yes,no,yes,yes,yes,yes,5,1,4,3,4,4,9,13,14,13,1
GP,M,16,U,GT3,T,3,2,1,2,1,no,yes,no,yes,yes,yes,no,2,1,3,1,1,1,5,14,14,13,1
MS,M,19,U,GT3,T,3,0,3,2,0,no,yes,no,no,no,yes,yes,1,5,1,3,5,5,8,10,9,11,1
GP,F,15,U,GT3,T,3,2,1,1,0,no,yes,yes,yes,yes,yes,yes,5,2,2,1,1,2,6,16,16,15,1
GP,F,17,U,LE3,T,3,3,3,1,0,no,yes,no,no,yes,yes,yes,5,1,2,1,3,1,3,14,13,13,1
GP,M,19,U,LE3,T,3,1,3,2,0,no,yes,yes,no,yes,no,yes,5,5,5,4,2,5,6,14,13,12,1
GP,F,15,U,LE3,T,4,1,2,3,1,yes,yes,no,yes,yes,yes,yes,3,4,4,2,1,1,5,12,12,14,1
GP,M,18,R,GT3,T,1,1,1,3,0,no,yes,no,yes,yes,yes,no,3,1,4,4,5,4,6,15,16,16,1
GP,M,16,U,LE3,T,1,0,3,3,0,no,no,no,no,no,yes,yes,3,5,5,4,4,2,10,7,9,9,0
GP,F,16,U,LE3,T,0,0,1,4,0,no,yes,no,yes,yes,yes,no,3,2,1,4,4,3,1,19,19,20,1
MS,F,16,R,GT3,A,1,4,2,2,0,no,no,no,yes,yes,yes,no,1,4,4,3,4,1,6,11,11,11,1
GP,M,18,U,GT3,T,1,2,1,2,0,no,no,no,yes,yes,yes,no,3,1,2,1,4,2,3,11,11,11,1
GP,F,15,U,GT3,T,4,2,2,4,0,no,no,no,no,yes,yes,no,2,2,1,5,1,4,4,20,18,19,1
GP,M,18,R,LE3,T,3,3,2,2,0,no,no,no,no,yes,yes,yes,5,4,3,2,4,1,7,14,14,14,1
GP,F,16,R,LE3,T,3,1,2,2,1,no,no,no,yes,yes,yes,no,1,3,3,4,2,4,6,12,11,11,1
GP,M,19,R,LE3,T,4,0,3,4,0,no,yes,yes,yes,yes,yes,no,3,2,1,1,3,3,3,14,14,14,1
GP,F,17,R,LE3,T,1,3,4,1,2,no,yes,yes,no,yes,yes,no,5,3,2,2,1,3,5,6,6,7,0
GP,M,18,R,LE3,T,4,3,3,2,2,no,no,yes,no,yes,no,no,1,1,3,5,1,5,5,9,9,9,0
GP,F,18,U,GT3,T,0,0,1,4,0,no,yes,no,no,yes,yes,no,5,5,2,5,4,5,7,17,18,18,1
GP,M,15,R,GT3,T,3,2,3,3,0,no,no,no,no,no,yes,no,1,1,5,4,4,5,3,15,16,15,1
MS,F,15,U,LE3,T,2,1,3,1,0,no,yes,no,yes,yes,yes,no,4,2,4,5,1,4,5,10,10,12,1
GP,M,18,R,GT3,T,0,2,4,3,0,yes,no,no,no,yes,yes,no,1,3,1,5,4,5,5,14,15,14,1
GP,M,16,U,GT3,T,0,3,1,2,0,no,yes,no,yes,yes,yes,no,3,3,4,2,4,2,6,12,10,12,1
GP,F,17,U,LE3,T,4,1,2,1,0,no,yes,yes,yes,yes,yes,no,5,4,5,2,4,4,6,12,14,13,1
MS,F,15,U,GT3,T,1,4,2,4,0,no,yes,yes,no,yes,yes,no,5,1,3,4,4,4,2,17,16,16,1
GP,F,16,R,LE3,A,3,3,1,2,0,no,no,no,yes,yes,yes,no,5,1,2,1,4,5,3,15,15,16,1
GP,M,19,U,LE3,T,2,2,3,4,0,no,no,yes,no,yes,yes,yes,2,2,2,4,5,5,5,16,17,16,1
MS,M,15,R,GT3,T,0,2,4,1,0,no,yes,no,yes,yes,yes,no,2,3,5,3,5,4,8,8,8,9,0
MS,M,16,R,LE3,T,2,2,4,3,0,no,no,no,no,yes,yes,yes,3,2,1,5,5,3,4,10,8,9,0
MS,F,16,U,GT3,T,1,0,1,2,0,no,yes,no,no,no,yes,no,4,2,4,1,1,3,4,15,16,16,1
GP,F,17,R,LE3,T,1,3,1,2,0,no,yes,no,yes,yes,yes,yes,2,3,3,2,3,5,3,14,15,13,1
GP,M,17,R,GT3,A,2,1,3,4,0,no,yes,no,no,no,yes,yes,1,2,1,3,1,3,4,18,17,17,1
GP,F,19,U,GT3,T,3,2,4,1,0,no,yes,yes,yes,yes,no,no,3,3,5,3,5,2,4,13,11,10,1
MS,M,16,U,LE3,T,1,2,1,4,0,yes,yes,no,no,yes,yes,yes,4,2,5,5,1,2,7,17,16,16,1
GP,F,16,U,LE3,T,2,0,3,1,0,no,yes,no,yes,yes,yes,no,1,5,2,2,3,2,7,12,12,12,1
GP,M,17,U,GT3,T,0,1,3,2,0,no,no,yes,no,yes,yes,no,5,2,3,1,4,4,4,16,14,14,1
GP,F,15,U,GT3,T,2,3,1,1,1,no,no,yes,yes,yes,yes,yes,2,2,1,2,2,4,3,13,12,13,1
MS,F,15,R,GT3,T,2,4,4,2,2,no,yes,no,yes,yes,yes,yes,1,5,2,5,5,4,2,12,13,12,1
GP,M,18,U,GT3,T,4,0,2,1,0,no,yes,yes,yes,yes,yes,no,4,1,3,3,5,4,3,8,8,9,0
GP,M,17,R,GT3,T,1,3,3,3,0,yes,yes,yes,yes,yes,yes,yes,3,3,4,5,3,4,5,13,13,14,1
GP,M,18,U,GT3,T,3,4,2,1,0,no,yes,no,no,no,yes,no,1,4,4,4,4,5,6,12,11,12,1
GP,F,17,U,GT3,T,3,2,3,3,2,no,yes,no,no,yes,yes,no,3,5,2,3,4,3,2,12,13,13,1
GP,F,19,R,GT3,T,4,2,4,1,0,no,yes,yes,no,yes,yes,yes,5,1,1,5,2,5,2,12,14,12,1
GP,M,16,R,GT3,T,3,1,2,1,2,no,no,yes,yes,yes,yes,yes,4,2,3,1,4,3,3,13,14,14,1
GP,M,19,U,GT3,T,2,4,1,4,0,no,no,no,yes,yes,no,no,4,1,4,1,3,5,1,15,14,14,1
GP,F,17,U,LE3,T,4,2,3,4,0,no,yes,yes,yes,yes,yes,no,2,5,4,1,4,2,3,17,18,17,1
GP,F,16,U,GT3,T,0,2,1,2,2,yes,yes,no,no,yes,no,yes,4,2,1,4,3,1,4,10,12,11,1
GP,F,15,U,GT3,T,1,1,1,4,0,no,yes,no,no,yes,no,yes,1,1,2,2,5,4,4,18,18,19,1
GP,M,15,U,LE3,T,1,3,4,1,0,no,no,yes,yes,yes,no,no,1,4,5,1,5,1,5,9,10,9,0
GP,F,18,U,LE3,T,1,2,1,4,0,no,yes,yes,yes,yes,no,no,1,3,3,4,5,1,6,18,18,18,1
GP,F,17,U,LE3,T,2,0,3,1,0,no,yes,yes,yes,yes,yes,no,5,3,4,1,1,2,4,11,12,12,1
GP,F,17,R,GT3,T,0,0,1,3,0,no,no,yes,no,no,yes,no,4,5,5,4,5,1,6,12,13,12,1
GP,F,15,U,GT3,T,4,3,1,1,0,yes,yes,yes,no,yes,yes,no,4,2,1,1,3,1,6,14,15,15,1
GP,F,19,U,LE3,T,4,4,3,2,1,no,yes,no,no,yes,yes,no,1,2,2,2,2,2,2,11,10,12,1
MS,F,16,U,GT3,T,1,1,1,3,0,no,yes,yes,yes,yes,no,no,2,3,3,5,4,3,3,20,20,20,1
GP,F,19,R,GT3,T,0,0,4,2,2,no,yes,no,no,yes,no,no,2,1,1,1,5,5,5,10,11,10,1
MS,M,19,R,LE3,T,0,0,3,2,0,no,yes,no,no,yes,yes,no,4,2,2,5,1,1,1,12,13,13,1
GP,F,15,U,GT3,T,0,3,4,2,0,no,yes,yes,yes,yes,yes,no,4,4,1,1,1,4,5,14,14,15,1
GP,M,15,R,GT3,A,3,4,1,4,0,no,yes,yes,no,yes,yes,no,3,4,4,2,3,2,9,19,19,19,1
MS,M,15,U,GT3,T,3,4,2,2,0,no,yes,yes,yes,no,yes,no,4,2,4,5,2,1,9,18,18,17,1
GP,M,18,U,GT3,T,1,3,4,3,0,no,no,yes,yes,yes,yes,no,1,2,5,4,5,3,3,7,9,6,0
GP,M,19,U,GT3,T,0,0,4,1,3,no,yes,no,no,yes,yes,yes,5,3,1,1,5,3,2,8,9,8,0
GP,F,17,U,GT3,T,0,1,1,2,0,no,yes,yes,yes,yes,yes,yes,4,5,4,1,1,4,5,12,15,13,1
GP,F,16,R,LE3,T,4,0,2,3,0,no,no,no,no,no,yes,no,4,3,2,4,3,1,4,10,10,11,1
MS,M,18,R,GT3,T,4,4,3,2,0,no,no,no,no,yes,no,yes,1,5,5,2,1,4,5,15,15,15,1
MS,M,17,U,GT3,T,1,0,2,1,0,no,no,no,yes,yes,yes,no,3,4,3,3,1,3,5,16,16,16,1
MS,M,19,U,GT3,T,0,1,3,3,1,no,yes,no,no,no,no,yes,4,5,1,1,2,3,6,14,14,14,1
GP,M,15,U,LE3,T,1,2,1,3,0,yes,yes,no,no,yes,yes,no,2,3,4,4,3,5,1,20,20,19,1
MS,M,19,U,GT3,T,4,0,2,1,0,no,no,yes,yes,yes,no,yes,2,2,2,3,2,3,8,16,17,18,1
MS,F,16,U,LE3,T,4,3,1,3,0,no,no,yes,yes,yes,yes,no,2,5,1,1,3,2,6,14,15,16,1
GP,F,18,U,GT3,T,3,2,4,1,0,no,yes,no,yes,yes,yes,no,5,3,2,5,5,5,1,7,6,8,0
GP,M,18,U,LE3,T,1,3,2,3,0,no,no,yes,yes,yes,yes,yes,5,4,5,4,4,4,3,18,16,17,1
MS,M,16,U,LE3,T,1,3,3,3,0,no,yes,no,yes,yes,no,no,4,5,4,5,4,3,6,15,14,14,1
GP,F,17,U,GT3,T,0,3,4,1,0,no,no,no,yes,yes,yes,yes,4,4,4,2,3,2,9,9,10,11,1
MS,M,17,U,LE3,T,0,0,3,1,0,no,no,no,yes,yes,yes,yes,4,4,5,3,4,5,3,12,12,11,1
GP,F,18,R,GT3,T,3,4,4,3,0,no,no,no,no,yes,yes,no,5,1,2,4,1,2,4,18,20,18,1
MS,M,18,U,GT3,T,2,2,3,3,2,no,no,no,yes,yes,yes,yes,4,5,1,1,5,5,5,12,11,11,1
GP,F,15,R,GT3,T,2,1,3,1,2,no,no,no,no,yes,no,no,1,3,2,1,5,5,4,5,4,5,0
GP,F,17,U,LE3,T,2,4,1,4,0,no,yes,no,no,no,yes,yes,3,5,1,3,4,5,1,16,15,15,1
GP,M,16,R,LE3,T,1,0,4,1,0,no,yes,no,no,yes,yes,no,2,5,5,5,3,4,0,11,10,10,1
MS,F,17,R,GT3,T,1,3,1,3,0,no,yes,no,yes,no,no,no,2,4,3,5,1,5,4,11,11,10,1
GP,M,15,U,GT3,T,4,1,1,3,0,no,yes,no,no,yes,yes,no,1,4,1,4,3,5,1,14,14,15,1
GP,M,18,U,GT3,T,1,2,1,3,1,no,no,no,no,yes,no,no,4,4,4,4,4,2,3,7,7,6,0
GP,M,18,R,GT3,T,1,4,1,1,0,no,yes,no,no,yes,yes,no,5,4,4,5,5,5,3,14,15,14,1
MS,F,15,U,LE3,T,1,4,3,3,1,no,yes,no,yes,yes,yes,no,4,3,4,4,5,4,3,11,9,11,1
GP,F,16,U,GT3,T,3,1,1,4,2,no,yes,no,yes,yes,yes,no,4,2,2,5,3,2,5,13,13,14,1
MS,F,18,U,GT3,T,1,0,1,2,0,no,no,yes,no,yes,yes,yes,2,1,2,3,2,5,4,11,10,11,1
GP,M,19,U,LE3,T,0,2,1,4,0,no,yes,no,yes,no,yes,no,2,4,2,4,3,2,3,14,14,14,1
GP,M,18,U,LE3,T,0,1,3,1,0,no,yes,yes,yes,yes,yes,yes,5,4,4,5,2,4,3,12,12,12,1
GP,M,19,R,GT3,T,4,3,4,3,0,no,yes,no,yes,yes,yes,yes,2,1,1,4,3,2,3,14,15,14,1
GP,M,15,R,LE3,T,3,2,3,1,0,no,no,no,no,no,yes,no,4,4,4,1,2,4,1,12,14,13,1
MS,M,15,U,LE3,T,0,4,3,2,0,no,yes,no,no,yes,yes,no,1,2,1,1,2,3,7,12,13,11,1
GP,M,18,R,GT3,T,3,1,3,1,2,no,no,yes,yes,no,yes,no,5,5,2,2,2,5,6,9,9,9,0
GP,F,17,U,LE3,T,3,4,4,3,0,no,yes,no,no,yes,yes,no,1,1,3,5,2,4,5,14,14,14,1
MS,M,19,R,LE3,T,4,4,1,2,0,no,yes,no,no,yes,no,yes,4,3,2,2,1,5,9,15,14,13,1
GP,F,16,U,GT3,T,3,4,1,2,0,no,no,yes,yes,yes,yes,yes,5,1,5,5,2,4,9,10,11,12,1
GP,M,18,U,GT3,T,1,0,4,3,0,yes,yes,yes,no,yes,yes,yes,1,2,1,4,2,1,3,15,15,15,1
MS,M,16,R,GT3,T,3,4,4,3,0,yes,yes,no,no,yes,no,no,5,3,3,5,5,1,3,14,14,15,1
GP,M,18,U,GT3,T,4,3,2,3,1,no,yes,no,no,yes,no,no,4,5,2,1,1,1,10,13,14,13,1
GP,F,17,R,GT3,T,4,3,1,1,0,no,yes,yes,yes,yes,yes,yes,5,4,3,4,2,4,6,14,13,14,1
MS,F,17,R,GT3,T,4,2,3,4,0,no,yes,no,no,yes,yes,no,4,1,4,1,4,5,6,18,17,18,1
GP,F,17,R,LE3,T,0,4,3,1,0,no,yes,no,yes,yes,yes,no,5,3,1,4,1,1,6,14,13,14,1
GP,F,17,U,GT3,T,1,4,1,1,0,yes,yes,no,yes,yes,yes,no,5,1,5,5,5,5,5,15,14,15,1
GP,F,15,R,GT3,T,0,1,4,4,1,no,yes,no,yes,yes,yes,no,2,5,4,5,3,4,3,10,8,8,0
MS,M,15,U,LE3,T,2,0,2,3,0,no,no,no,no,yes,yes,no,4,1,3,1,5,5,7,10,10,10,1
GP,M,19,U,LE3,T,1,2,3,3,1,no,no,no,no,yes,yes,no,3,3,2,3,5,5,5,15,17,17,1
GP,F,16,R,GT3,T,3,4,2,4,0,yes,yes,no,yes,yes,yes,yes,5,2,1,5,1,1,8,16,15,15,1
MS,F,18,U,LE3,T,4,1,3,4,0,no,yes,yes,yes,yes,yes,yes,1,3,5,3,1,2,5,17,17,18,1
MS,F,18,R,LE3,T,2,0,3,1,0,yes,yes,yes,no,yes,yes,yes,2,1,2,4,4,3,1,13,12,11,1
GP,M,15,R,GT3,T,1,2,1,2,0,no,yes,no,yes,yes,yes,no,2,5,5,3,4,4,8,14,14,14,1
GP,F,18,R,GT3,T,0,2,3,4,0,no,yes,no,no,yes,yes,no,5,4,1,1,1,4,1,16,16,16,1
GP,M,15,R,GT3,T,4,4,2,1,1,no,yes,no,yes,yes,yes,no,3,4,3,2,1,4,2,18,19,19,1
MS,F,19,R,LE3,T,0,2,2,2,0,no,yes,no,yes,yes,yes,yes,2,5,5,2,1,3,5,16,16,16,1
GP,M,16,U,LE3,T,1,1,1,3,0,no,yes,no,no,yes,yes,no,4,1,1,1,3,2,5,17,17,17,1
GP,M,19,R,GT3,T,1,2,3,3,0,no,yes,no,yes,yes,yes,no,5,5,5,2,5,5,5,12,12,11,1
MS,F,17,U,GT3,T,2,3,2,1,0,no,no,yes,yes,yes,yes,no,5,1,2,1,4,4,6,15,16,15,1
MS,M,17,U,LE3,T,3,1,4,1,0,no,yes,no,yes,yes,yes,no,3,3,5,5,4,5,12,10,9,9,0
GP,F,17,U,GT3,T,0,0,1,4,0,no,no,yes,no,yes,yes,no,4,2,2,3,2,1,4,19,19,17,1
MS,M,19,U,LE3,T,2,0,4,3,0,no,no,no,no,yes,yes,yes,4,1,2,2,3,1,3,16,16,17,1
GP,F,18,U,GT3,T,4,4,2,1,0,yes,yes,yes,yes,yes,yes,yes,3,4,1,5,1,1,4,14,13,13,1
MS,M,16,R,GT3,T,3,4,4,3,0,no,yes,no,yes,yes,yes,yes,1,4,4,2,1,4,1,18,17,17,1
GP,M,17,U,GT3,T,2,3,1,3,0,no,yes,yes,no,yes,yes,no,4,2,5,4,3,3,4,13,13,14,1
GP,M,17,U,GT3,T,0,0,4,4,0,no,yes,yes,yes,yes,yes,yes,1,1,3,1,4,4,7,11,12,11,1
MS,M,17,U,LE3,T,1,0,2,2,0,no,yes,yes,no,yes,yes,no,1,2,2,1,1,1,2,16,15,16,1
GP,F,16,U,GT3,T,4,0,4,4,3,no,no,no,yes,yes,no,no,5,3,4,5,2,1,2,11,11,10,1
GP,F,17,U,GT3,T,0,0,4,1,0,no,yes,no,yes,yes,yes,yes,5,2,2,4,4,4,1,11,12,10,1
MS,F,16,U,LE3,A,3,2,4,4,0,no,yes,no,no,yes,yes,no,2,3,4,3,5,3,4,17,16,15,1
MS,F,17,U,GT3,T,3,1,3,4,0,no,no,no,yes,yes,no,yes,5,4,4,4,3,3,4,17,19,18,1
GP,M,19,U,LE3,T,1,1,2,3,0,no,no,no,no,yes,no,no,4,3,3,4,4,5,2,13,12,13,1
GP,F,19,U,GT3,T,1,3,4,4,1,no,yes,no,yes,yes,yes,no,4,1,4,3,5,2,7,12,10,11,1
GP,M,16,U,GT3,T,4,2,2,1,0,no,no,no,yes,yes,yes,yes,1,1,3,3,2,1,5,10,10,10,1
GP,M,19,U,GT3,T,4,0,4,2,2,no,yes,yes,no,yes,yes,no,4,1,1,4,3,3,4,8,8,6,0
GP,M,16,R,LE3,T,1,0,1,4,2,no,yes,yes,yes,yes,yes,no,5,1,2,2,1,1,5,17,16,17,1
GP,F,19,R,GT3,T,1,4,1,4,0,no,yes,no,no,no,yes,no,5,5,3,2,1,2,4,20,20,20,1
MS,M,19,U,GT3,A,3,4,1,2,0,no,yes,no,yes,yes,yes,no,5,3,2,4,5,1,7,16,15,16,1
GP,M,16,R,GT3,T,1,3,4,1,0,no,no,no,no,yes,yes,yes,3,1,5,2,4,3,5,10,9,11,1
GP,F,18,U,LE3,T,2,0,2,1,0,no,yes,no,no,yes,yes,no,4,2,1,3,2,5,5,12,12,13,1
GP,M,19,U,GT3,T,0,3,1,4,0,no,yes,yes,yes,yes,yes,yes,2,2,5,3,5,4,5,19,18,19,1
MS,M,17,R,GT3,T,1,2,3,3,0,no,yes,no,no,no,no,yes,4,5,5,2,2,4,2,15,14,14,1
GP,F,18,U,LE3,T,4,1,1,4,0,no,yes,no,no,yes,yes,yes,4,3,4,3,2,3,3,15,15,14,1
GP,F,16,R,LE3,T,2,0,1,2,0,no,yes,no,yes,yes,yes,yes,3,3,4,1,2,3,5,18,19,19,1
GP,F,18,U,GT3,T,4,2,3,2,0,no,yes,no,no,yes,yes,no,4,3,5,3,3,2,3,16,18,16,1
GP,F,15,U,GT3,T,2,0,1,2,2,no,no,no,no,yes,yes,yes,1,5,4,4,5,1,3,13,13,14,1
GP,F,15,U,LE3,T,1,4,4,4,0,no,yes,no,yes,yes,yes,no,5,3,2,5,3,2,2,17,19,18,1
MS,F,19,R,LE3,T,0,3,4,4,1,no,yes,yes,yes,yes,no,no,5,3,4,2,4,4,5,16,17,15,1
MS,F,19,U,LE3,T,4,4,1,1,0,no,yes,yes,yes,yes,no,no,3,1,5,2,4,1,4,11,12,11,1
GP,F,17,R,GT3,T,2,1,2,3,0,no,yes,no,yes,yes,yes,no,5,3,4,3,1,2,8,16,15,14,1
GP,M,18,U,GT3,A,3,4,2,4,0,yes,yes,no,no,no,yes,yes,1,1,4,3,1,4,7,15,14,14,1
MS,M,15,U,GT3,T,1,0,1,1,0,no,no,yes,yes,yes,yes,no,3,1,3,5,1,1,0,13,13,13,1
MS,M,19,U,GT3,T,0,4,3,4,0,no,no,no,no,yes,yes,no,2,3,3,5,4,5,5,14,14,13,1
GP,F,18,U,GT3,T,1,0,4,1,0,yes,yes,no,yes,no,yes,yes,5,2,5,4,2,5,7,11,11,11,1
GP,F,19,R,LE3,T,3,1,4,1,1,no,yes,no,yes,yes,yes,no,4,4,2,1,2,2,2,14,15,13,1
GP,F,19,U,LE3,T,0,4,4,3,0,no,no,yes,no,yes,yes,no,1,2,1,4,5,3,8,10,11,11,1
GP,F,15,R,LE3,T,3,3,1,4,0,no,yes,no,no,yes,yes,yes,1,3,1,2,4,1,3,18,17,17,1
MS,F,15,R,GT3,T,1,3,4,1,1,no,yes,no,no,yes,yes,yes,5,3,5,3,1,2,2,11,11,11,1
MS,M,19,U,GT3,T,2,3,1,2,0,no,yes,no,yes,yes,no,yes,2,2,2,4,4,3,7,8,9,8,0
MS,F,16,U,LE3,T,1,4,1,2,0,no,no,no,yes,yes,yes,no,4,3,2,3,2,3,3,12,14,13,1
GP,M,19,U,LE3,T,1,4,2,2,0,no,yes,yes,yes,yes,yes,no,2,1,2,3,2,1,4,6,5,6,0
GP,M,19,U,GT3,T,1,4,3,3,2,no,no,no,no,yes,yes,no,2,5,3,4,3,1,6,10,9,10,1
MS,F,17,U,GT3,T,4,0,3,1,0,no,no,yes,yes,yes,yes,no,5,3,5,4,3,3,7,13,14,14,1
MS,F,17,U,LE3,T,3,1,3,3,0,no,yes,yes,no,yes,yes,no,4,3,1,5,5,4,3,15,15,16,1
GP,M,17,U,GT3,T,3,3,4,4,0,no,no,no,no,yes,yes,no,5,2,2,1,4,2,2,16,15,15,1
MS,F,16,U,GT3,T,3,0,2,4,1,no,no,no,yes,yes,no,no,5,1,5,5,3,1,7,13,13,12,1
MS,F,16,U,LE3,T,4,3,2,1,0,no,yes,no,no,no,yes,no,1,2,1,1,3,3,3,11,11,12,1
GP,M,19,U,GT3,T,2,0,1,2,3,no,yes,yes,no,yes,yes,no,5,2,3,4,4,4,5,8,9,8,0
GP,F,17,U,LE3,T,1,4,2,1,0,no,yes,no,no,yes,yes,no,3,3,4,1,2,5,3,20,19,19,1
GP,M,16,R,GT3,T,2,3,1,1,1,no,yes,no,yes,yes,no,no,4,1,1,2,5,3,2,13,14,14,1
GP,M,15,U,GT3,T,4,4,2,1,0,yes,yes,no,yes,no,no,no,1,3,1,5,5,4,5,11,12,12,1
GP,F,19,U,GT3,T,3,3,1,3,0,no,yes,no,yes,no,yes,yes,4,3,1,5,5,5,5,16,16,15,1
MS,F,18,R,GT3,T,1,2,4,4,2,no,yes,no,yes,yes,yes,yes,1,3,4,5,3,4,10,7,8,7,0
GP,F,19,U,LE3,T,0,0,2,1,0,no,no,no,no,yes,yes,no,3,3,2,3,2,1,5,11,11,10,1
GP,F,18,U,GT3,A,0,2,3,1,0,no,yes,yes,no,yes,yes,yes,5,5,4,3,5,3,4,15,13,15,1
GP,F,17,U,GT3,T,2,0,1,1,0,no,yes,yes,yes,no,yes,no,1,4,1,4,4,5,5,11,10,10,1
GP,M,18,U,GT3,T,3,1,2,3,0,no,yes,yes,no,yes,yes,no,1,1,3,4,5,4,4,18,20,18,1
MS,F,17,U,GT3,T,0,3,2,3,0,no,yes,no,no,yes,yes,yes,1,5,1,3,1,5,5,19,19,18,1
GP,F,15,U,GT3,T,2,1,1,3,0,no,yes,no,yes,yes,yes,yes,3,4,3,5,2,2,6,15,15,15,1
GP,M,18,U,GT3,T,4,1,2,1,0,no,yes,no,yes,yes,yes,yes,4,4,5,3,1,3,3,14,15,15,1
MS,M,19,U,LE3,T,2,0,3,2,0,no,yes,yes,no,yes,no,yes,3,4,3,1,2,1,4,12,13,12,1
GP,M,17,R,GT3,T,2,2,1,2,0,no,no,yes,no,yes,yes,no,1,5,1,5,4,5,6,14,14,14,1
GP,F,19,R,GT3,T,2,4,1,2,0,yes,no,yes,no,no,yes,no,1,1,4,3,3,4,4,11,10,10,1
GP,M,16,U,GT3,T,1,0,1,4,0,no,yes,yes,yes,yes,yes,no,5,2,1,4,3,5,4,14,13,13,1
GP,M,17,R,GT3,T,2,4,1,1,0,no,no,no,yes,yes,yes,no,3,4,1,3,2,4,5,15,17,17,1
GP,F,18,U,LE3,T,2,1,1,2,0,yes,no,no,yes,yes,yes,no,3,2,5,2,5,5,3,16,15,15,1
GP,F,17,U,LE3,T,1,4,3,2,2,no,yes,no,no,yes,yes,no,2,2,2,3,1,1,5,11,10,10,1
GP,M,19,R,GT3,T,1,2,1,2,0,no,no,no,no,yes,yes,no,4,3,1,5,4,1,3,13,12,13,1
MS,F,15,U,GT3,T,4,0,3,1,1,no,no,no,yes,yes,yes,no,2,2,5,3,5,3,3,10,8,9,0
GP,F,17,U,LE3,T,3,2,3,2,1,no,yes,no,no,yes,yes,yes,2,3,4,4,3,1,10,8,8,8,0
GP,F,18,U,GT3,T,0,2,3,2,1,no,yes,yes,no,yes,yes,yes,4,1,5,1,5,5,3,9,9,9,0
GP,F,16,U,LE3,T,0,0,1,1,0,no,yes,no,no,yes,no,yes,5,1,5,2,1,5,4,8,8,7,0
GP,M,15,R,GT3,T,2,2,3,4,1,no,yes,no,no,no,yes,yes,5,3,3,5,3,1,2,14,16,16,1
GP,M,16,R,GT3,T,4,3,1,3,1,no,no,no,yes,yes,yes,no,4,1,2,4,2,2,5,16,16,17,1
GP,M,17,R,LE3,T,2,3,3,2,0,no,yes,yes,no,yes,yes,yes,4,4,2,2,4,5,3,16,17,18,1
MS,F,19,R,LE3,T,0,3,1,3,0,no,no,yes,yes,yes,no,no,3,1,4,3,4,3,6,13,14,14,1
GP,F,19,U,LE3,T,1,4,2,4,0,no,no,yes,yes,yes,yes,no,3,3,5,2,3,2,4,13,13,13,1
GP,F,18,U,GT3,T,3,2,2,4,0,yes,no,no,no,no,yes,no,3,4,4,1,2,1,3,17,17,16,1
GP,F,19,U,LE3,T,4,0,3,2,0,no,no,no,no,yes,no,no,3,2,4,2,1,4,3,13,14,12,1
MS,F,15,U,LE3,T,1,0,4,1,0,no,yes,no,no,yes,yes,yes,1,2,2,2,4,5,2,12,12,12,1
GP,M,19,U,GT3,T,3,4,4,4,0,no,yes,no,no,yes,yes,no,1,2,2,3,3,4,2,16,15,17,1
GP,F,18,R,GT3,T,4,0,2,3,0,yes,no,yes,no,yes,yes,yes,5,3,2,3,4,3,2,18,19,20,1
GP,M,17,U,GT3,A,4,3,3,3,0,no,yes,no,no,yes,no,no,1,2,1,5,2,2,6,16,15,16,1
MS,F,17,U,GT3,A,0,2,3,3,0,no,yes,no,yes,yes,yes,no,1,1,5,3,1,4,6,20,19,19,1
GP,F,19,U,LE3,T,1,0,3,3,2,no,no,no,no,no,yes,no,3,2,4,2,2,3,5,14,13,14,1
MS,F,16,U,GT3,T,4,0,4,4,0,no,no,no,yes,yes,yes,no,3,5,5,1,5,4,4,20,19,18,1
